Name,Token,Type,Status,ICO start,ICO end,Raised,Price,Bonus,Bounty,MVP/Prototype,Platform,Accepting,Minimum investment,Soft cap ,Hard cap ,Country,Whitelist/KYC,Restricted areas,Rate (Overall),Benchy Rating,Benchy Weight,Expert Team,Expert Vision,Expert Product,Weight of Experts,Number of Experts,Expert 1 Team,Expert 1 Vision,Expert 1 Product,Expert 1 Weight,Expert 2 Team,Expert 2 Vision,Expert 2 Product,Expert 2 Weight,Expert 3 Team,Expert 3 Vision,Expert 3 Product,Expert 3 Weight,Expert 4 Team,Expert 4 Vision,Expert 4 Product,Expert 4 Weight,Expert 5 Team,Expert 5 Vision,Expert 5 Product,Expert 5 Weight,Expert 6 Team,Expert 6 Vision,Expert 6 Product,Expert 6 Weight,Expert 7 Team,Expert 7 Vision,Expert 7 Product,Expert 7 Weight,Expert 8 Team,Expert 8 Vision,Expert 9 Product,Expert 9 Weight,Expert 10 Team,Expert 10 Vision,Expert 10 Product,Expert 10 Weight,Expert 11 Team,Expert 11 Vision,Expert 11 Product,Expert 11 Weight,Expert 12 Team,Expert 12 Vision,Expert 12 Product,Expert 12 Weight,Expert 13 Team,Expert 13 Vision,Expert 13 Product,Expert 13 Weight,Expert 14 Team,Expert 14 Vision,Expert 14 Product,Expert 14 Weight,Expert 15 Team,Expert 15 Vision,Expert 15 Product,Expert 15 Weight,Expert 16 Team,Expert 16 Vision,Expert 16 Product,Expert 16 Weight,Expert 17 Team,Expert 17 Vision,Expert 17 Product,Expert 17 Weight,Expert 18 Team,Expert 18 Vision,Expert 19 Product,Expert 19 Weight,Expert 20 Team,Expert 20 Vision,Expert 20 Product,Expert 20 Weight
Adblurb,ADBL,Utility,Ended,4/1/2018,4/30/2018,N/A,,,,,,,,,,UK,,USA,1.5,2.1,45%,1,1,1,55%,3,1,1,1,,,1,,1,1,,,1,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addocoin,ADDO,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,,,,0.9,0.7,38%,1,1.1,1,62%,7,1,1,1,,1,1,1,1,1,1,,2,,1,1,1,,1,,0.11,1,,,1,,,,0.08,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adelphoi,ADL,Utility,Trading,5/1/2017,5/31/2017,"$1,672,391",,,,,,,,,,Czech Republic,,,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenium,ADE,Utility,Ended,3/30/2018,4/18/2018,"$1,924,809",,,,,,,,,,Switzerland,,None,1.8,1.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdEx,ADX,Utility,Trading,6/30/2017,6/30/2017,"$10,000,000",,,,,,,,,,Russia,,,3.2,3.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adgonos,ADG,Utility,Ended,6/1/2018,7/15/2018,N/A,,,,,,,,,,,,,2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdHive,ADH,Utility,Trading,2/28/2018,3/14/2018,"$12,000,000",,,,,,,,,,Estonia,,"USA, China",4.3,4.4,9%,4.4,4.3,4,91%,46,4,5,5,,5,4,4,4,5,4,4,4,4,5,5,4,4,3,4,4,4,4,,4,,5,4,5,,4,,5,3,4,,5,,4,5,0.04,,5,,0.03,4,,,4,,,4,0.03,,4,,0.02,4,,,0.01,,,,0.01,,,,0.03,,,,0.03
Aditus,ADI,Utility,Unknown,,,N/A,1 ADI = 0.05 USD,Available,,,Ethereum,ETH,,,"11,000,000 USD",Singapore,,,1.9,2,82%,1,3,1,18%,1,1,,3,,,1,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdMine,MediaCoin,Utility,Ended,3/19/2018,4/20/2018,N/A,,,,,,,,,,UK,,,3.4,2.7,50%,4.4,3.9,3.9,50%,3,4,5,4,,,4,,3,4,,,3,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADPUMP,ADP,Utility,Ended,11/13/2017,12/25/2017,N/A,,,,,,,,,,Estonia,,,3,3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdRealm,ARM,Utility,Unknown,,,N/A,,,Available,,Ethereum,"ETH, BTC, NEO, DASH",,,,China,,,2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adshares,ADST,Utility,Ended,7/7/2017,1/12/2018,"$11,900,000",,,,,,,,,,Marshall Islands,,,3.2,3.3,70%,3,3,3,30%,2,3,3,3,,,3,,0.16,3,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdSigma,ADSi,Utility,Ended,4/20/2018,5/20/2018,"$735,917",,,,,,,,,,India,,USA,4.3,3.7,13%,4.6,4.3,4.1,87%,26,5,5,3,,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,,5,,5,5,5,,4,,4,5,4,,4,,4,5,0.05,,5,,0.05,4,,,4,,,4,0.02,,4,,0.02,4,,,0.02,,,,0.02,,,,0.04,,,,0.04
Adult X Token,ADUX,Utility,Ended,8/31/2018,10/31/2018,N/A,1 ADUX = 0.0001 ETH,Available,Available,,Ethereum,"ETH, BTC, LTC",0.2 ETH,"1,000,000 USD","10,000,000 USD",Austria,,None,3.9,4,74%,3,4,4,26%,1,3,,4,,,4,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdultCam,ACI,Utility,Ended,3/10/2018,5/5/2018,N/A,,,,,,,,,,Czech Republic,,,2.3,2.3,83%,3,2,2,17%,1,3,,2,,,2,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Browsing Token,ABT Token,Utility,Unknown,,,N/A,1 ABT Token = 0.000333 ETH,Available,,,Ethereum,ETH,,,,Spain,,,2.9,2.9,49%,2.9,3,2.6,51%,7,3,3,2,,3,3,4,3,3,3,,3,,3,3,3,,2,,0.07,2,,,3,,,,0.05,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Miners,ACM,Utility,Ended,5/15/2018,7/15/2018,N/A,,,,,,,,,,Hong Kong,,USA,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aelf,,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,Singapore,,,2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEN,AENT,Utility,Ended,6/15/2018,7/29/2018,N/A,1 AEN = 0.1 EUR,Available,Available,,Ethereum,"ETH, BTC, Fiat",,"500,000 USD",,Netherlands,,None,3.7,3.9,32%,3.8,3.5,3.4,68%,6,4,2,4,,5,5,4,4,1,4,,5,,4,4,0.13,,5,,0.1,3,,,0.09,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aenco,AEN,Utility,Ended,9/1/2018,9/30/2018,"$16,456,000",,,,,,,,,,Samoa,,"USA, China",4,4.1,43%,4.1,3.7,3.7,57%,4,5,3,4,,5,4,,4,3,5,,4,,,5,0.15,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AERGO,AERGO,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,China,,,3.6,2.2,35%,4.3,4.4,4.2,65%,7,5,4,3,,5,4,4,5,5,5,,5,,3,5,5,,4,,0.08,3,,,4,,,,0.07,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AERO Token,AERO,Utility,Unknown,,,N/A,,,,,Ethereum,"ETH, BTC",,,"25,000 BTC",,,,1.6,1.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeron,ARN,Utility,Trading,9/19/2017,10/30/2017,"$5,688,853",,,,,,,,,,Belize,,,4,4.1,34%,3.9,4.2,3.5,66%,16,4,4,4,,5,4,3,4,5,4,3,4,3,4,4,5,4,5,,3,4,4,,5,,5,4,4,,5,,4,3,5,,5,,,2,0.03,,3,,0.03,4,,,2,,,3,0.02,,,,0.02,,,,0.02,,,,0.01,,,,0,,,,
Aeropoisk,,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,Russia,,,1,0.9,29%,1,1,1,71%,8,1,1,1,,1,1,1,1,1,1,,1,,1,1,2,,1,,0.1,1,,,1,,,1,0.08,,,,0.03,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerum,XRM,Utility,Ended,10/15/2018,12/31/2018,N/A,1 XRM = 0.047 ETH,Available,Available,,Ethereum,"ETH, BTC, LTC, BCH, XMR, ETC",25 USD,"3,000,000 USD","6,000,000 USD",Seychelles,,USA,4.6,4.9,58%,4,4.4,4,42%,2,4,4,4,,,5,,0.26,4,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeryus,AER,Utility,Ended,9/1/2018,12/31/2018,"$708,237",,,,,,,,,,USA,,"USA, China",4,3.8,81%,5,5,5,19%,1,5,,5,,,5,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeternity,AE,Utility,Trading,5/29/2017,6/19/2017,"$24,426,689",,,,,,,,,,Bulgaria,,,3.7,2.8,52%,4.5,4.7,4.7,48%,3,5,3,5,,,4,,5,4,,,5,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeternum,AET,Utility,Ended,1/1/2018,2/14/2019,N/A,,,,,,,,,,Slovakia,,"USA, Slovakia",2.9,2.9,90%,3,3,2,10%,1,3,,3,,,2,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeternum ICO,ALF,Utility,Ended,4/2/2018,4/30/2018,N/A,1 ALF = 0.02 EUR,Available,Available,,Ethereum,ETH,100 EUR,"500,000 EUR","3,000,000 EUR",Latvia,,"USA, North Korea",3.9,4,40%,3.9,3.7,4,60%,6,2,4,4,,4,5,4,4,4,4,,5,,2,5,0.08,,5,,0.15,1,,,0.13,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aether United,AUN,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,Bulgaria,,,1.6,1.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aexon,AXN,Utility,Unknown,,,N/A,1 AXN = 1 USD,,,,Ethereum,"ETH, BTC, Fiat",,"5,000,000 USD",,Singapore,,,3,3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affchain,AFF,Utility,Ended,10/16/2017,10/30/2017,N/A,,,,,,,,,,Russia,,,2.9,2.7,71%,2.8,3.5,3.7,29%,8,2,4,3,,4,4,3,4,4,5,,5,,3,4,4,,4,,0.01,4,,,5,,,3,0.01,,,,0.01,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AffiliateCoin,AFL,Utility,Unknown,,,N/A,1 AFL = 0.0002 ETH,,,,Ethereum,ETH,0.01 ETH,"4,000 ETH","350,000 ETH",UK,,"USA, China, North Korea",2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afincoin,AFIN,Utility,Unknown,,,N/A,1 AFIN = 0.3 USD,,,,Ethereum,"BTC, ETH",,,,Singapore,,USA,2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFL,RFL,Utility,Ended,11/15/2017,12/6/2017,N/A,,,,,,,,,,UK,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africunia,AFCASH,Utility,Ended,1/1/2018,5/31/2018,"$2,500,000",,,,,,,,,,UK,,,3.4,4.1,51%,2.7,2.8,2.7,49%,4,4,3,1,,3,3,,1,3,4,,1,,,3,0.12,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afrolis,AFR,Utility,Ended,2/1/2019,2/15/2019,N/A,1 AFR = 1 USD,,,,Ethereum,ETH,100 AFR,,,Nigeria,,,2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AfterEther,AET,Utility,Unknown,,,N/A,1 AET = 0.1 USD,,,,Ethereum,"ETH, BTC",50 AET,,"1,000,000",Belize,,,1.1,1.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afterschool,AST,Utility,Trading,9/26/2017,10/26/2017,N/A,,,,,,,,,,United Arab Emirates,,,3.6,3.4,87%,5,5,4,13%,1,5,,5,,,4,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGATE,AGT,Utility,Unknown,,,N/A,1 AGT = 0.076 USD,Available,Available,,Ethereum,"BTC, ETH, LTC, DASH",60 USD,"2,000,000 USD","24,206,000 USD",Singapore,,,3.9,3.7,30%,4.1,4.1,3.8,70%,8,3,5,5,,4,4,5,2,4,5,,4,,4,5,2,,4,,0.1,5,,,2,,,3,0.07,,,,0.06,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Age of Dragons,NGT,Utility,Unknown,,,N/A,1 NGT = 0.000005 ETH,,,,Ethereum,ETH,,,,Cayman Islands,,,2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agent Not Needed,ANN,Utility,Ended,3/1/2018,3/31/2018,"$703,000",,,,,,,,,,UK,,,3.8,3.8,89%,4,4,3,11%,1,4,,4,,,3,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgentMile,ESTATE,Utility,Ended,10/15/2018,11/19/2018,"$18,544,627",,,,,,,,,,Estonia,,"USA, Puerto Rico, Virgin Island, Singapore, China, South Korea",4.1,4.3,16%,4.1,4.2,3.9,84%,17,3,4,4,,4,4,5,3,3,5,5,5,4,4,5,5,3,3,,5,5,5,,4,,4,3,5,,5,,5,4,2,,3,,,4,0.05,,4,,0.05,5,,,5,,,3,0.05,,3,,0.05,,,,0.03,,,,0.03,,,,0.02,,,,0.01
The Agora,AGO,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,,,,2.2,2.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agora,VOTE,Utility,Unknown,,,N/A,1 VOTE = 0.051 USD,,,,Ethereum,ETH,,"1,250,000 USD","20,000,000 USD",,,,2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgreCoin (ACN),ACN,Utility,Unknown,,,N/A,1 ACN = 5 USD,,,,Ethereum,,,,,USA,,,1.2,1.3,69%,1,1.4,1,31%,2,1,1,1,,,3,,0.25,1,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrello,DLT,Utility,Trading,7/16/2017,8/17/2017,"$35,000,000",,,,,,,,,,Estonia,,,3,3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgriChain,AGRI,Utility,Trading,4/21/2018,7/31/2018,"$4,628,898",,,,,,,,,,Australia,,,3.6,3.8,77%,3.3,3.5,2.5,23%,2,3,4,3,,,5,,0.17,4,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agricoin,AGC,Utility,Ended,11/1/2017,11/20/2017,N/A,,,,,,,,,,Indonesia,,,1.1,1.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrivita,AGR,Utility,Trading,2/16/2018,3/16/2018,N/A,,,,,,,,,,Russia,,,2.4,2.3,93%,4,4,3,7%,1,4,,4,,,3,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agro Stock Exchange,ASE,Utility,Unknown,,,N/A,,,,,Ethereum,"ETH, BTC, Fiat",100 USD,"3,000,000 USD","7,100,000 USD",Ukraine,,,2.2,2.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agro Tech Farm,ATF,Utility,Trading,2/1/2018,2/28/2018,N/A,,,,,,,,,,Estonia,,"USA, China",2.5,2.7,71%,2,2,2,29%,1,2,,2,,,2,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrolot,AGLT,Utility,Ended,7/1/2018,9/28/2018,N/A,,,,,,,,,,Hong Kong,,USA,3,3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgroTechFarm,ATF,Utility,Trading,7/23/2018,9/30/2018,"$581,050",,,,,,,,,,Cyprus,,,3.5,4.8,19%,3.2,3.4,3.2,81%,15,4,2,4,,4,4,2,1,3,3,3,4,2,5,4,4,,3,,5,2,3,,5,,2,3,5,,5,,4,3,,,4,,,2,0.05,,5,,0.05,5,,,4,,,,0.04,,,,0.03,,,,0.03,,,,0.03,,,,,,,,
Ahoolee,AHT,Utility,Ended,8/28/2017,9/11/2017,N/A,,,,,,,,,,Russia,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Crypto,AIC,Utility,Ended,9/1/2018,9/30/2018,"$1,412,340",,,,,,,,,,Singapore,,"USA, China",4.1,3.5,35%,4.6,4.7,4.2,65%,7,4,4,5,,5,5,5,4,5,4,,5,,5,2,5,,5,,0.1,4,,,4,,,,0.09,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Opinion,AIOP,Utility,Ended,7/1/2018,8/31/2018,N/A,,,,,,,,,,Estonia,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AiBB,AIBB,Utility,Unknown,,,N/A,1 AIBB = 2 USD,,Available,,Ethereum,"SYS, BTC, ETH, LTC, Fiat",250 USD,"1,250,000 USD","25,000,000 USD",Estonia,,USA,3.8,3.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AICoin,,Utility,Ended,7/17/2017,8/28/2017,"$3,000,000",,,,,,,,,,Singapore,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIDA,AID,Utility,Trading,2/28/2018,5/25/2018,"$2,304,106",,,,,,,,,,Estonia,,,2.8,2.4,33%,3.1,3.1,3,67%,8,3,4,2,,1,5,3,4,4,1,,4,,3,1,3,,5,,0.14,3,,,3,,,5,0.06,,,,0.1,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AidCoin,AID,Utility,Trading,1/16/2018,2/1/2018,"$15,854,305",,,,,,,,,,Switzerland,,,3.5,3.7,23%,3.6,3.6,3.2,77%,15,4,3,4,,3,3,5,3,4,3,3,5,3,2,3,3,,4,,3,4,4,,5,,2,3,3,,3,,4,3,,,5,,,2,0.04,,2,,0.07,3,,,4,,,,0.03,,,,0.03,,,,0.03,,,,0.02,,,,,,,,
Aidus,AID Token,Utility,Ended,10/1/2018,1/12/2019,"$3,000,000",,,,,,,,,,Hong Kong,,,3.4,3.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aigang,AIX,Utility,Ended,11/15/2017,12/15/2017,"$5,000,000",,,,,,,,,,Singapore,,,3.5,3.2,52%,4,4,3.6,48%,6,5,2,5,,4,4,4,5,2,3,,5,,4,3,0.12,,4,,0.05,3,,,0.04,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIGCoin,AIGC,Utility,Ended,5/2/2018,7/11/2018,N/A,,,,,,,,,,UK,,,3.2,3.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aigo,AIGO,Utility,Unknown,,,N/A,1 AIGO = 1 USD,,Available,,Ethereum,ETH,"5,000 USD","500,000 USD","20,000,000 USD",USA,,,3.3,3.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aimedis,AIM,Utility,Unknown,,,N/A,1 AIM = 0.12 USD,Available,,,Ethereum,ETH,0.1 ETH,"9,000,000 USD","36,000,000 USD",Netherlands,,"USA, China, Singapore",4,3.9,26%,4.2,3.8,4.1,74%,8,3,5,4,,4,5,3,5,5,4,,4,,4,4,5,,4,,0.11,4,,,5,,,4,0.08,,,,0.07,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIO.Community,AIOT,Utility,Ended,11/1/2018,12/22/2018,N/A,,,,,,,,,,Norway,,,3.7,3.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aion,,Payment,Unknown,,,N/A,,,Available,,Ethereum,,,,,Canada,,,2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIPAY,AIPAY,Utility,Ended,11/20/2018,12/21/2018,N/A,,,,,,,,,,Singapore,,None,2.1,2.1,71%,2,2,2,29%,1,2,,2,,,2,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiq,AIQ,Utility,Ended,6/25/2018,1/31/2019,N/A,1 AIQ = 0.037 USD,,,,Ethereum,,,,"197,470,000 USD",UK,,None,2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aira,,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,Russia,,,2.1,2.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airbloc,ABL,Utility,Ended,6/19/2018,6/29/2018,"$2,300,000",,,,,,,,,,Singapore,,"USA, North Korea, China",3.5,4.5,20%,3.6,3,3.1,80%,12,4,3,5,,5,3,3,3,3,2,4,4,4,1,4,3,,4,,1,1,5,,4,,3,3,0.08,,2,,0.07,5,,,4,,,3,0.05,,,,0.05,,,,0.04,,,,0.03,,,,,,,,,,,,,,,,,,,,
Airchain Network,ANK,Utility,Unknown,,,N/A,1 ANK = 0.007 USD,,,,Ethereum,ETH,0.1 ETH,"3,000,000 USD","25,000,000 USD",Poland,,"USA, China",2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIRCOIN,ACT,Utility,Trading,4/6/2018,4/16/2018,"$27,987,875",,,,,,,,,,Ukraine,,,1.8,1.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aircraft,AIRT,Utility,Ended,10/22/2018,12/9/2018,"$6,778,540",,,,,,,,,,Switzerland,,"Iran, North Korea",3.5,3,71%,5,5,4,29%,1,5,,5,,,4,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airdrop United,UTD,Utility,Ended,9/24/2018,11/22/2018,N/A,,,,,,,,,,Indonesia,,USA,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIREN,AIRE,Utility,Ended,4/22/2018,5/18/2018,"$19,000,000",,,,,,,,,,Mexico,,USA,2.2,2.2,82%,1,3,2,18%,1,1,,3,,,2,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIREXE,AIRX,Utility,Ended,3/19/2018,4/30/2018,"$19,436",,,,,,,,,,Cambodia,,,2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
